,Kommun,Kommunnamn,Zon,Antal Bilar,Kommungrupp 2023,Travel (km),Travel +-,Boende totalt Antal,E,N,geom_Length,geom_Area
248,1273,Osby,1273A0030,753,Pendlingskommun nära mindre tätort,33,5,1311,419121,6239024,67173.83272,104624503.8
249,1278,Båstad,1278C1010,1094,Landsbygdskommun med besöksnäring,28,9,2068,363373,6251148,21533.51202,14851119.91
250,1278,Båstad,1278C1030,1634,Landsbygdskommun med besöksnäring,28,9,3054,363373,6251148,23979.68139,18077359.54
251,1278,Båstad,1278A0020,1244,Landsbygdskommun med besöksnäring,28,9,2001,363373,6251148,49762.14931,78090990.68
252,1278,Båstad,1278B2020,524,Landsbygdskommun med besöksnäring,28,9,1064,363373,6251148,9567.530247,3577096.948
253,1278,Båstad,1278B2010,723,Landsbygdskommun med besöksnäring,28,9,1497,363373,6251148,13483.05089,6192551.429
254,1278,Båstad,1278B2030,621,Landsbygdskommun med besöksnäring,28,9,1164,363373,6251148,16432.37582,12525966.6
255,1278,Båstad,1278A0010,1106,Landsbygdskommun med besöksnäring,28,9,1673,363373,6251148,84967.91152,98172776.9
256,1278,Båstad,1278C1020,1052,Landsbygdskommun med besöksnäring,28,9,2167,363373,6251148,9529.721405,3314767.867
257,1278,Båstad,1278B3010,696,Landsbygdskommun med besöksnäring,28,9,1136,363373,6251148,29192.58552,36197636.94
258,1281,Lund,1281C1230,750,Större stad,21,2,2044,387433,6173395,3528.660415,688925.1712
259,1281,Lund,1281C1270,519,Större stad,21,2,1801,385209,6175299,2268.13264,279823.8081
260,1281,Lund,1281C1250,447,Större stad,21,2,1802,385209,6175299,2246.639472,249194.0612
261,1281,Lund,1281C1040,317,Större stad,21,2,1369,387433,6173395,1693.060692,96265.79845
262,1281,Lund,1281C1050,561,Större stad,21,2,1637,385209,6175299,1708.542133,150057.7343
263,1281,Lund,1281C1010,576,Större stad,21,2,1795,387433,6173395,5763.22653,1062786.783
264,1281,Lund,1281C1060,604,Större stad,21,2,1882,387433,6173395,2942.702211,526542.0224
265,1281,Lund,1281C1180,406,Större stad,21,2,1770,387433,6173395,2700.50921,199628.5514
266,1281,Lund,1281C1190,638,Större stad,21,2,1718,387433,6173395,3506.835864,710295.7292
267,1281,Lund,1281A0010,573,Större stad,21,2,841,397472,6166735,75150.09675,92676167.74
268,1281,Lund,1281C1160,632,Större stad,21,2,1658,388592,6176569,4998.654814,1092499.269
269,1281,Lund,1281C1200,385,Större stad,21,2,1290,387433,6173395,3381.738951,461495.3699
270,1281,Lund,1281C1240,327,Större stad,21,2,1255,385209,6175299,2185.591881,268256.3452
271,1281,Lund,1281C1220,479,Större stad,21,2,1621,385209,6175299,3168.488558,270637.3167
272,1281,Lund,1281B5010,1054,Större stad,21,2,2226,397472,6166735,10996.85745,5041578.822
273,1281,Lund,1281B5020,532,Större stad,21,2,1037,397472,6166735,11126.84881,2699811.29
274,1281,Lund,1281B4010,852,Större stad,21,2,1676,407932,6166551,8982.216875,4148746.911
275,1281,Lund,1281B4020,907,Större stad,21,2,2088,407932,6166551,8142.352362,2914894.656
276,1281,Lund,1281C1410,348,Större stad,21,2,1174,385209,6175299,3362.672697,516857.1284
277,1281,Lund,1281B4030,951,Större stad,21,2,1951,407932,6166551,10868.00674,4999605.161
278,1281,Lund,1281C1290,560,Större stad,21,2,1604,388592,6176569,3749.903847,543991.0161
279,1281,Lund,1281C1300,319,Större stad,21,2,1085,385209,6175299,2357.700744,234385.6092
280,1281,Lund,1281A0020,1424,Större stad,21,2,2416,397472,6166735,107614.1329,140930264.7
281,1281,Lund,1281B3010,595,Större stad,21,2,1576,397472,6166735,12293.96429,5876058.622
282,1281,Lund,1281B3020,864,Större stad,21,2,2038,397472,6166735,5027.51408,1057601.206
283,1281,Lund,1281C1260,373,Större stad,21,2,1938,387433,6173395,2193.00677,262392.9775
284,1281,Lund,1281C1310,331,Större stad,21,2,1053,385209,6175299,1587.077278,129166.6922
285,1281,Lund,1281C1320,607,Större stad,21,2,1958,385209,6175299,1945.619794,200857.2096
286,1281,Lund,1281C1360,312,Större stad,21,2,1589,385209,6175299,1646.843227,134434.227
287,1281,Lund,1281C1350,167,Större stad,21,2,1691,385209,6175299,1419.855765,106312.0173
288,1281,Lund,1281C1210,385,Större stad,21,2,1418,385209,6175299,2792.438298,336645.0283
289,1281,Lund,1281B3030,593,Större stad,21,2,1427,397472,6166735,10337.0742,3268528.145
290,1281,Lund,1281C1120,110,Större stad,21,2,2002,387433,6173395,1690.261891,126634.7135
291,1281,Lund,1281C1090,328,Större stad,21,2,1362,387433,6173395,2877.115406,427430.8641
292,1281,Lund,1281C1170,251,Större stad,21,2,1192,387433,6173395,1467.771997,100977.1104
293,1281,Lund,1281B3040,947,Större stad,21,2,1966,397472,6166735,7455.60645,3042858.622
294,1281,Lund,1281C1020,619,Större stad,21,2,2124,387433,6173395,7231.651487,1500414.992
295,1281,Lund,1281C1030,912,Större stad,21,2,3200,387433,6173395,12745.57591,5274799.306
296,1281,Lund,1281C1100,563,Större stad,21,2,1926,387433,6173395,2144.769068,190190.9473
297,1281,Lund,1281C1080,470,Större stad,21,2,2203,387433,6173395,2892.767969,338872.6961
298,1281,Lund,1281C1070,611,Större stad,21,2,2582,385209,6175299,3556.110594,433735.0496
299,1281,Lund,1281C1130,294,Större stad,21,2,1471,387433,6173395,1681.635302,89957.64062
300,1281,Lund,1281C1540,475,Större stad,21,2,1620,389612,6177904,6889.946617,1928777.474
301,1281,Lund,1281C1150,446,Större stad,21,2,1638,385209,6175299,2600.239252,370229.5838
302,1281,Lund,1281C1140,636,Större stad,21,2,1635,387433,6173395,3587.616,626589.9727
303,1281,Lund,1281C1110,564,Större stad,21,2,2016,385209,6175299,4646.122478,1005286.916
304,1281,Lund,1281B2010,997,Större stad,21,2,1957,395923,6176843,8698.161165,3705627.684
305,1281,Lund,1281C1340,446,Större stad,21,2,1529,388592,6176569,3785.633467,580686.7179
306,1281,Lund,1281C1280,443,Större stad,21,2,1909,387433,6173395,4925.942154,1091279.615
307,1281,Lund,1281C1380,452,Större stad,21,2,1717,385209,6175299,2501.359912,271859.257
308,1281,Lund,1281C1370,221,Större stad,21,2,2280,388592,6176569,4688.568107,1187484.269
309,1281,Lund,1281C1390,512,Större stad,21,2,1657,388592,6176569,4733.285146,592253.1348
310,1281,Lund,1281C1400,549,Större stad,21,2,1765,385209,6175299,4095.709189,823207.0147
311,1281,Lund,1281C1420,283,Större stad,21,2,1165,388592,6176569,3442.630744,485104.4325
312,1281,Lund,1281C1330,487,Större stad,21,2,1452,385209,6175299,11011.92878,3196978.829
313,1281,Lund,1281C1440,48,Större stad,21,2,1838,388592,6176569,2132.198607,273032.9988
314,1281,Lund,1281C1450,12,Större stad,21,2,1486,388592,6176569,1462.23288,112345.9937
315,1281,Lund,1281B2020,598,Större stad,21,2,1207,395923,6176843,9688.16306,4348155.133
316,1281,Lund,1281C1460,665,Större stad,21,2,1903,383970,6176664,7080.711474,1552367.96
317,1281,Lund,1281C1490,580,Större stad,21,2,1660,388592,6176569,3637.905749,556879.1177
318,1281,Lund,1281C1470,461,Större stad,21,2,2233,388592,6176569,2960.856751,340947.7474
319,1281,Lund,1281C1480,356,Större stad,21,2,1158,385209,6175299,4024.463264,646982.234
320,1281,Lund,1281C1500,343,Större stad,21,2,1604,388592,6176569,1818.115131,184701.6095
321,1281,Lund,1281C1520,632,Större stad,21,2,1891,388592,6176569,4058.527775,671455.9372
322,1281,Lund,1281C1430,894,Större stad,21,2,3437,388592,6176569,11407.78478,3939527.253
323,1281,Lund,1281C1510,868,Större stad,21,2,2128,383970,6176664,5278.099519,728805.8903
324,1281,Lund,1281C1530,445,Större stad,21,2,1524,383970,6176664,3774.809275,559441.0333
325,1281,Lund,1281C1550,838,Större stad,21,2,2129,383970,6176664,8638.118731,2544556.868
326,1281,Lund,1281B2030,752,Större stad,21,2,1622,395923,6176843,10280.33104,3150124.865
327,1281,Lund,1281B2040,991,Större stad,21,2,2209,395923,6176843,9594.835709,3572546.785
328,1281,Lund,1281A0030,963,Större stad,21,2,1700,395923,6176843,73832.96746,56795117.95
329,1281,Lund,1281C1560,685,Större stad,21,2,1649,389612,6177904,13999.63444,4958690.638
330,1281,Lund,1281C1570,328,Större stad,21,2,932,389612,6177904,8624.657324,3224761.25
331,1281,Lund,1281A0040,749,Större stad,21,2,1278,389612,6177904,60778.28878,54018438.01
332,1280,Malmö,1280C1720,332,Storstäder,22,5,1689,375721,6161593,1447.162422,114341.6026
333,1280,Malmö,1280C1690,223,Storstäder,22,5,1465,377550,6161705,1679.872882,129013.2644
334,1280,Malmö,1280C1630,597,Storstäder,22,5,1769,370146,6162064,3394.115587,411071.5847
335,1280,Malmö,1280C1750,317,Storstäder,22,5,2078,377550,6161705,1268.240134,89409.9849
336,1280,Malmö,1280C1640,664,Storstäder,22,5,1541,370146,6162064,2994.453725,515749.5138
337,1280,Malmö,1280C1520,436,Storstäder,22,5,1448,372243,6160227,1780.841627,137968.7535
338,1280,Malmö,1280C1760,264,Storstäder,22,5,1842,375721,6161593,3081.253377,338885.2434
339,1280,Malmö,1280C1880,89,Storstäder,22,5,966,377550,6161705,1714.234445,133209.182
340,1280,Malmö,1280C1860,711,Storstäder,22,5,2046,370146,6162064,2287.267016,252733.6013
341,1280,Malmö,1280C1900,663,Storstäder,22,5,1948,370146,6162064,2415.415734,300987.9954
342,1280,Malmö,1280C1930,340,Storstäder,22,5,1806,373305,6162990,1331.548111,97130.49671
343,1280,Malmö,1280C1850,518,Storstäder,22,5,1412,374651,6161154,3080.128746,458005.3738
344,1280,Malmö,1280C2680,356,Storstäder,22,5,1695,373305,6162990,4638.581999,704544.1524
345,1280,Malmö,1280C2600,1161,Storstäder,22,5,3027,380325,6162973,7624.985784,1819772.24
346,1280,Malmö,1280C2750,402,Storstäder,22,5,2136,375585,6164375,1540.807825,116481.0022
347,1280,Malmö,1280C2780,288,Storstäder,22,5,1623,374671,6163900,1321.345082,107111.2052
348,1280,Malmö,1280C2800,410,Storstäder,22,5,1635,374671,6163900,1207.060401,75081.04282
349,1280,Malmö,1280C2130,506,Storstäder,22,5,1802,373305,6162990,2320.024706,319011.8898
350,1280,Malmö,1280C2240,310,Storstäder,22,5,1824,374404,6162533,1472.317101,70641.30415
351,1280,Malmö,1280C2290,293,Storstäder,22,5,1661,374404,6162533,988.3453,58698.93405
352,1280,Malmö,1280C2200,371,Storstäder,22,5,1935,374404,6162533,2171.826627,195891.2595
353,1280,Malmö,1280C2230,215,Storstäder,22,5,1431,374404,6162533,1755.155187,129891.4789
354,1280,Malmö,1280C2300,460,Storstäder,22,5,1782,375721,6161593,1601.596444,107573.3098
355,1280,Malmö,1280C2310,316,Storstäder,22,5,1557,374404,6162533,1510.538769,80020.47575
356,1280,Malmö,1280C2080,2448,Storstäder,22,5,9007,370146,6162064,6488.772334,1478076.253
357,1280,Malmö,1280C2000,466,Storstäder,22,5,1757,375721,6161593,1454.700158,103276.4046
358,1280,Malmö,1280C1940,430,Storstäder,22,5,2446,374651,6161154,2157.639365,269724.3363
359,1280,Malmö,1280C1970,204,Storstäder,22,5,1514,374404,6162533,1492.440773,112502.8826
360,1280,Malmö,1280C1980,332,Storstäder,22,5,2132,375721,6161593,2114.53141,150763.0376
361,1280,Malmö,1280C2270,452,Storstäder,22,5,1703,373305,6162990,1729.190395,100200.7412
362,1280,Malmö,1280C1210,526,Storstäder,22,5,2097,374853,6159777,2176.178315,180909.0474
363,1280,Malmö,1280C1240,437,Storstäder,22,5,2112,374853,6159777,1247.60837,96889.34977
364,1280,Malmö,1280C2730,314,Storstäder,22,5,1525,374671,6163900,1352.434703,88110.50836
365,1280,Malmö,1280C1090,983,Storstäder,22,5,2444,369655,6157121,11415.97741,5499854.75
366,1280,Malmö,1280C1140,629,Storstäder,22,5,1453,369655,6157121,5657.607542,1635587.113
367,1280,Malmö,1280C2030,334,Storstäder,22,5,1310,373305,6162990,1467.364636,121744.1447
368,1280,Malmö,1280C2060,309,Storstäder,22,5,1468,374404,6162533,1227.723384,78030.38884
369,1280,Malmö,1280C2490,481,Storstäder,22,5,1667,373305,6162990,1631.968468,165704.1781
370,1280,Malmö,1280C2520,488,Storstäder,22,5,1977,373305,6162990,1327.420034,81664.98866
371,1280,Malmö,1280C2410,475,Storstäder,22,5,1520,373305,6162990,2192.906117,201964.1278
372,1280,Malmö,1280C2330,545,Storstäder,22,5,1304,370146,6162064,3199.575309,439884.1488
373,1280,Malmö,1280C2450,411,Storstäder,22,5,1551,373305,6162990,1072.078074,68051.01039
374,1280,Malmö,1280C2400,313,Storstäder,22,5,1725,374404,6162533,1664.786361,110516.6338
375,1280,Malmö,1280C2460,412,Storstäder,22,5,1719,373305,6162990,1473.486522,69143.01723
376,1280,Malmö,1280C2480,293,Storstäder,22,5,1379,373305,6162990,1235.280083,92793.5123
377,1280,Malmö,1280C2470,355,Storstäder,22,5,1777,374404,6162533,1126.090293,73096.2575
378,1280,Malmö,1280C2510,360,Storstäder,22,5,1612,374404,6162533,1050.120511,64731.69166
379,1280,Malmö,1280C2440,479,Storstäder,22,5,1496,375585,6164375,2067.996048,255248.7762
380,1280,Malmö,1280C1160,673,Storstäder,22,5,2146,369655,6157121,4809.553839,1095606.959
381,1280,Malmö,1280C2610,760,Storstäder,22,5,4072,375523,6164336,2868.513335,378733.3912
382,1280,Malmö,1280C2670,390,Storstäder,22,5,1887,374671,6163900,2288.291825,205676.4451
383,1280,Malmö,1280C2810,419,Storstäder,22,5,1979,375523,6164336,1440.098444,107356.6284
384,1280,Malmö,1280C2830,420,Storstäder,22,5,1456,377680,6165466,2683.178945,325834.0519
385,1280,Malmö,1280C2740,672,Storstäder,22,5,1673,377680,6165466,7456.442181,2139670.338
386,1280,Malmö,1280C1680,406,Storstäder,22,5,2039,374651,6161154,2871.43731,443715.3921
387,1280,Malmö,1280C1790,526,Storstäder,22,5,1622,370146,6162064,1665.894521,126318.9016
388,1280,Malmö,1280C1960,347,Storstäder,22,5,1488,375721,6161593,2902.138927,495050.3463
389,1280,Malmö,1280C2100,219,Storstäder,22,5,1574,374404,6162533,907.6604319,51546.92285
390,1280,Malmö,1280C2020,300,Storstäder,22,5,2149,377550,6161705,1819.563386,202644.1639
391,1280,Malmö,1280C2090,270,Storstäder,22,5,1720,374404,6162533,1014.850905,60225.16242
392,1280,Malmö,1280C2420,382,Storstäder,22,5,1469,373305,6162990,1216.74602,73615.98811
393,1280,Malmö,1280C2380,385,Storstäder,22,5,1860,374404,6162533,1666.50795,130700.7237
394,1280,Malmö,1280C2430,352,Storstäder,22,5,1387,373305,6162990,1412.544352,57267.46452
395,1280,Malmö,1280C2390,301,Storstäder,22,5,1594,374404,6162533,1276.474636,83200.62153
396,1280,Malmö,1280C2320,626,Storstäder,22,5,1486,370146,6162064,2724.034086,396866.2803
397,1280,Malmö,1280C1010,933,Storstäder,22,5,2074,376146,6150270,4376.860435,998994.4715
398,1280,Malmö,1280C1230,612,Storstäder,22,5,1819,374853,6159777,1947.263949,163773.1569
399,1280,Malmö,1280C1020,601,Storstäder,22,5,1431,367467,6154862,18235.66076,12104860.31
400,1280,Malmö,1280C1030,842,Storstäder,22,5,2137,367467,6154862,13750.23609,6628719.072
401,1280,Malmö,1280C1060,651,Storstäder,22,5,1622,379526,6156913,4173.480513,817918.2872
402,1280,Malmö,1280C1070,716,Storstäder,22,5,2200,379526,6156913,2994.082144,333209.2323
403,1280,Malmö,1280C1200,564,Storstäder,22,5,2169,368691,6159551,3972.69909,374306.4161
404,1280,Malmö,1280C1050,1251,Storstäder,22,5,2641,379526,6156913,11608.39521,4844429.817
405,1280,Malmö,1280C1260,480,Storstäder,22,5,1548,374853,6159777,3187.987291,313475.5625
406,1280,Malmö,1280C1040,958,Storstäder,22,5,2300,376445,6159051,26811.40971,19834251.34
407,1280,Malmö,1280C1100,728,Storstäder,22,5,1678,379526,6156913,2961.680516,521150.4717
408,1280,Malmö,1280C1310,402,Storstäder,22,5,1895,372243,6160227,2996.040334,406391.0018
409,1280,Malmö,1280C1080,627,Storstäder,22,5,1472,379526,6156913,7682.213895,2016848.383
410,1280,Malmö,1280C1170,790,Storstäder,22,5,3280,374853,6159777,4284.148601,788358.0425
411,1280,Malmö,1280C1130,899,Storstäder,22,5,2006,379526,6156913,8570.893999,2106991.375
412,1280,Malmö,1280C1110,957,Storstäder,22,5,2498,379526,6156913,13243.35638,3923959.328
413,1280,Malmö,1280C1120,446,Storstäder,22,5,1110,368691,6159551,13146.32398,5176007.23
414,1280,Malmö,1280C1190,953,Storstäder,22,5,2498,368691,6159551,4064.601053,813131.7787
415,1280,Malmö,1280C1610,621,Storstäder,22,5,1817,375721,6161593,3270.742709,469472.397
416,1280,Malmö,1280C1150,500,Storstäder,22,5,1516,374853,6159777,8403.213606,2269981.938
417,1280,Malmö,1280C1220,700,Storstäder,22,5,1681,372243,6160227,3536.768201,380160.4801
418,1280,Malmö,1280C1290,451,Storstäder,22,5,2167,374853,6159777,2621.584817,231720.482
419,1280,Malmö,1280C1300,538,Storstäder,22,5,1653,374853,6159777,1777.764489,168787.7611
420,1280,Malmö,1280C1870,524,Storstäder,22,5,1901,373305,6162990,1625.33069,151437.0235
421,1280,Malmö,1280C1920,439,Storstäder,22,5,1211,374404,6162533,1336.048146,99002.96128
422,1280,Malmö,1280C1280,706,Storstäder,22,5,1785,372243,6160227,4482.223216,504254.3749
423,1280,Malmö,1280C1250,759,Storstäder,22,5,1701,368691,6159551,8842.438377,3029994.066
424,1280,Malmö,1280C1320,362,Storstäder,22,5,2057,374853,6159777,1588.102706,134827.5135
425,1280,Malmö,1280C1180,703,Storstäder,22,5,1754,376445,6159051,13883.06623,6970211.698
426,1280,Malmö,1280C1270,1123,Storstäder,22,5,6527,372243,6160227,5930.782536,1759847.461
427,1280,Malmö,1280C1360,562,Storstäder,22,5,1519,374853,6159777,1011.733448,57978.69481
428,1280,Malmö,1280C1330,545,Storstäder,22,5,1460,374853,6159777,2143.349299,172240.3659
429,1280,Malmö,1280C1380,566,Storstäder,22,5,2448,374853,6159777,1694.512967,142776.0341
430,1280,Malmö,1280C1350,382,Storstäder,22,5,2071,374853,6159777,2738.471123,239067.6993
431,1280,Malmö,1280C1390,677,Storstäder,22,5,1891,374853,6159777,3332.65138,226234.197
432,1280,Malmö,1280C1460,416,Storstäder,22,5,1811,374853,6159777,1837.567378,125626.7108
433,1280,Malmö,1280C1430,394,Storstäder,22,5,2471,372243,6160227,2050.463466,216895.4034
434,1280,Malmö,1280C1420,585,Storstäder,22,5,1565,374651,6161154,2421.092874,187159.2724
435,1280,Malmö,1280C1370,891,Storstäder,22,5,2042,376445,6159051,3825.226419,751569.7404
436,1280,Malmö,1280C1410,558,Storstäder,22,5,1298,372243,6160227,3323.627334,545633.2324
437,1280,Malmö,1280C1470,419,Storstäder,22,5,1673,374853,6159777,1263.696278,76707.4774
438,1280,Malmö,1280C1400,800,Storstäder,22,5,2018,374853,6159777,3773.191602,740369.4309
439,1280,Malmö,1280C1340,1130,Storstäder,22,5,3436,372243,6160227,6014.917193,1609086.244
440,1280,Malmö,1280C1530,386,Storstäder,22,5,1873,374853,6159777,1776.720398,176754.4133
441,1280,Malmö,1280C1480,264,Storstäder,22,5,1458,372243,6160227,2967.981221,391597.4444
442,1280,Malmö,1280C1510,799,Storstäder,22,5,2360,375721,6161593,3662.115325,688848.3745
443,1280,Malmö,1280C1490,487,Storstäder,22,5,1300,374651,6161154,3238.221516,395801.6991
444,1280,Malmö,1280C1580,580,Storstäder,22,5,2041,374651,6161154,1596.620229,159532.0989
445,1280,Malmö,1280C1570,408,Storstäder,22,5,1284,374651,6161154,1911.409607,174257.9663
446,1280,Malmö,1280C1590,611,Storstäder,22,5,2050,374651,6161154,1936.569609,220680.8167
447,1280,Malmö,1280C1440,1132,Storstäder,22,5,3235,368691,6159551,5720.765096,1845231.129
448,1280,Malmö,1280C1600,273,Storstäder,22,5,1629,375721,6161593,2495.406993,212049.2689
449,1280,Malmö,1280C1620,471,Storstäder,22,5,1413,372243,6160227,1893.026714,217835.7255
450,1280,Malmö,1280C1700,416,Storstäder,22,5,2172,372243,6160227,1678.318143,165064.2205
451,1280,Malmö,1280C1500,557,Storstäder,22,5,1936,377550,6161705,4043.485424,850033.803
452,1280,Malmö,1280C1560,682,Storstäder,22,5,1918,370146,6162064,4238.835989,798261.9267
453,1280,Malmö,1280C1710,283,Storstäder,22,5,2062,374651,6161154,1555.852808,127075.3841
454,1280,Malmö,1280C1650,499,Storstäder,22,5,1360,372243,6160227,2727.846087,458344.0509
455,1280,Malmö,1280C1450,774,Storstäder,22,5,1698,377550,6161705,8194.09361,2277999.427
456,1280,Malmö,1280C1740,337,Storstäder,22,5,1970,375721,6161593,1963.540435,117879.1575
457,1280,Malmö,1280C1540,645,Storstäder,22,5,1444,368691,6159551,8156.955338,2793809.088
458,1280,Malmö,1280C1730,715,Storstäder,22,5,1681,377550,6161705,2771.841499,316363.5385
459,1280,Malmö,1280C1780,642,Storstäder,22,5,1529,377550,6161705,2472.334422,314181.9715
460,1280,Malmö,1280C1670,587,Storstäder,22,5,1425,372243,6160227,3923.238318,466502.5869
461,1280,Malmö,1280C1770,311,Storstäder,22,5,1448,375721,6161593,1917.048234,102121.296
462,1280,Malmö,1280C1800,297,Storstäder,22,5,1675,374651,6161154,1352.631896,95663.19402
463,1280,Malmö,1280C1660,594,Storstäder,22,5,1550,372243,6160227,3235.105756,433899.1407
464,1280,Malmö,1280C1840,366,Storstäder,22,5,1667,377550,6161705,1817.191574,156925.3815
465,1280,Malmö,1280C1830,310,Storstäder,22,5,1808,375721,6161593,1816.977166,133347.5287
466,1280,Malmö,1280C1550,944,Storstäder,22,5,2142,380325,6162973,19612.48524,10739377.84
467,1280,Malmö,1280C1820,607,Storstäder,22,5,2433,372243,6160227,2283.556179,242684.3099
468,1280,Malmö,1280C1810,667,Storstäder,22,5,1726,370146,6162064,2936.815433,503079.7669
469,1280,Malmö,1280C1890,301,Storstäder,22,5,1985,375721,6161593,1515.531752,135205.1182
470,1280,Malmö,1280C1950,660,Storstäder,22,5,1829,370146,6162064,3585.985998,462452.6376
471,1280,Malmö,1280C2160,376,Storstäder,22,5,1327,373305,6162990,1758.781027,104806.2288
472,1280,Malmö,1280C2250,369,Storstäder,22,5,1267,373305,6162990,1501.942263,109214.3883
473,1280,Malmö,1280C2220,281,Storstäder,22,5,1758,374404,6162533,1015.985576,61756.2659
474,1280,Malmö,1280C2260,254,Storstäder,22,5,1688,374404,6162533,1233.587838,69891.87555
475,1280,Malmö,1280C2530,835,Storstäder,22,5,1814,380325,6162973,4723.628525,808908.6844
476,1280,Malmö,1280C1990,763,Storstäder,22,5,1795,377550,6161705,3018.127488,569457.3189
477,1280,Malmö,1280C2050,438,Storstäder,22,5,1433,373305,6162990,2434.202717,341502.8711
478,1280,Malmö,1280C2110,254,Storstäder,22,5,1260,375721,6161593,1118.088478,69450.4639
479,1280,Malmö,1280C2140,172,Storstäder,22,5,1427,374404,6162533,1220.168939,52424.04077
480,1280,Malmö,1280C1910,207,Storstäder,22,5,1603,374404,6162533,3805.868547,595367.8925
481,1280,Malmö,1280C2070,466,Storstäder,22,5,1080,377550,6161705,2730.573537,350554.6763
482,1280,Malmö,1280C2150,418,Storstäder,22,5,1303,375721,6161593,1199.54163,88046.26695
483,1280,Malmö,1280C2180,403,Storstäder,22,5,1736,375721,6161593,1518.109062,101914.2074
484,1280,Malmö,1280C2170,336,Storstäder,22,5,1225,373305,6162990,1860.038556,101564.3415
485,1280,Malmö,1280C2040,756,Storstäder,22,5,1735,380325,6162973,3532.955056,444177.8034
486,1280,Malmö,1280C2120,901,Storstäder,22,5,2229,377550,6161705,4773.759441,752914.9137
487,1280,Malmö,1280C2350,352,Storstäder,22,5,1415,373305,6162990,1339.364268,68419.35768
488,1280,Malmö,1280C2360,471,Storstäder,22,5,1698,373305,6162990,1263.670311,84640.08998
489,1280,Malmö,1280C2370,388,Storstäder,22,5,1931,374404,6162533,1780.518436,121245.2694
490,1280,Malmö,1280C2190,380,Storstäder,22,5,1260,373305,6162990,3442.137675,670111.6603
491,1280,Malmö,1280C2280,597,Storstäder,22,5,2057,377550,6161705,6046.505881,1166680.821
492,1280,Malmö,1280C2570,343,Storstäder,22,5,1379,373305,6162990,875.5684881,48054.47061
493,1280,Malmö,1280C2540,332,Storstäder,22,5,1754,374404,6162533,1481.777997,102174.9517
494,1280,Malmö,1280C2550,678,Storstäder,22,5,1510,373305,6162990,2859.297001,322171.3771
495,1280,Malmö,1280C2580,261,Storstäder,22,5,1245,374671,6163900,1701.981588,116702.0373
496,1280,Malmö,1280C2650,422,Storstäder,22,5,1355,373305,6162990,1070.491468,66970.23207
497,1280,Malmö,1280C2210,957,Storstäder,22,5,2142,370146,6162064,7772.38522,1932249.437
498,1280,Malmö,1280C2560,227,Storstäder,22,5,1323,374671,6163900,1629.003746,150998.6908
499,1280,Malmö,1280C2590,506,Storstäder,22,5,1524,373305,6162990,2036.867813,107311.9308
500,1280,Malmö,1280C2620,490,Storstäder,22,5,1605,373305,6162990,1541.44251,87238.35154
501,1280,Malmö,1280C2500,352,Storstäder,22,5,2491,375523,6164336,3139.895115,588875.0967
502,1280,Malmö,1280C2340,749,Storstäder,22,5,2017,380325,6162973,6073.559473,1370271.932
503,1280,Malmö,1280C2630,628,Storstäder,22,5,1776,373305,6162990,1091.576492,67300.58072
504,1280,Malmö,1280C2660,328,Storstäder,22,5,1393,374671,6163900,1267.319364,79147.40567
505,1280,Malmö,1280C2690,381,Storstäder,22,5,1389,374671,6163900,2091.818429,173011.5215
506,1280,Malmö,1280C2720,309,Storstäder,22,5,1519,374671,6163900,1524.350263,118620.2532
507,1280,Malmö,1280C2700,434,Storstäder,22,5,1643,375585,6164375,1876.505599,214621.7472
508,1280,Malmö,1280C2010,705,Storstäder,22,5,1556,380325,6162973,14210.20615,8267008.729
509,1280,Malmö,1280C2770,329,Storstäder,22,5,1389,374671,6163900,1199.210094,73485.68245
510,1280,Malmö,1280C2640,430,Storstäder,22,5,1260,375585,6164375,4302.973207,577972.7278
511,1280,Malmö,1280C2790,253,Storstäder,22,5,1447,375523,6164336,2070.89653,185650.1164
512,1280,Malmö,1280C2760,411,Storstäder,22,5,1450,375585,6164375,3741.810681,464128.1823
513,1280,Malmö,1280C2820,345,Storstäder,22,5,1610,375585,6164375,1502.7972,116760.2644
514,1280,Malmö,1280C2710,505,Storstäder,22,5,1434,373148,6164717,7315.096899,2139886.411
515,1280,Malmö,1280C2860,428,Storstäder,22,5,1393,377680,6165466,1176.69348,64475.40916
516,1280,Malmö,1280C2850,567,Storstäder,22,5,2008,373148,6164717,2168.053632,262373.0056
517,1280,Malmö,1280C2840,508,Storstäder,22,5,1975,375585,6164375,3322.409798,476779.3856
518,1280,Malmö,1280C2890,430,Storstäder,22,5,1454,377680,6165466,1198.952986,70710.58816
519,1280,Malmö,1280C2880,1097,Storstäder,22,5,4527,373148,6164717,3539.740367,464694.4073
520,1280,Malmö,1280C2900,387,Storstäder,22,5,2110,373148,6164717,2052.574031,154687.3938
521,1280,Malmö,1280C2870,1304,Storstäder,22,5,4300,373148,6164717,6991.396573,1476937.334
522,1280,Malmö,1280C2910,584,Storstäder,22,5,2198,377680,6165466,8617.20875,1902426.884
523,1280,Malmö,1280C2920,400,Storstäder,22,5,1794,376617,6166264,16301.99977,13300923.7
524,1233,Vellinge,1233B2050,1182,Pendlingskommun nära storstad,29,4,2274,370713,6144299,14378.71727,6805468.855
525,1233,Vellinge,1233B3010,747,Pendlingskommun nära storstad,29,4,1275,364895,6142224,14308.18947,10386693.96
